year,economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity,account_fin,account_mob,account,dig_account,borrowed,saved,receive_wages,receive_transfers,receive_pensions,receive_agriculture,merchantpay_dig,pay_utilities,domestic_remittances,anydigpayment,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9a,fin9b,fin10,fin11_0,fin11_1,fin11_2,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin13_1,fin13a,fin13b,fin13c,fin13d,fin13e,fin13f,fin13f_1,fin14a,fin14b,fin14c,fin14d,fin14e,fin15,fin16,fin17a,fin17b,fin17c,fin17d,fin17e,fin17f,fin18,fin19,fin20,fin21,fin22a,fin22a_1,fin22b,fin22c,fin22d,fin22e,fin22f,fin22g,fin22h,fin23,fin24,fin24a,fin24b,fin24c,fin24d1,fin24d2,fin24d3,fin25e1,fin25e2,fin25e3,fin25e4,fin26a,fin26b,fin27,fh1,fin28,fh2,fin29,fh2a,fin30,fin31a,fin31b,fin31c,fin31d,fin32,fin33,fin34a,fin34b,fin34c,fin34d,fin35,fin36,fin36a,fin37,fin38,fin39a,fin39b,fin39c,fin39d,fin40,fin41,fin41a,fin42,fin43a,fin43b,fin43c,fin43d,fin44,fin45,internet_use,con1,con2a,con2b,con2c,con2d,con2e,con2f,con2g,con3,con4,con5,con6,con7,con8,con9,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30a,con30b,con30c,con30d,con30e,con30f,con30g,con30h,con31a,con31b,con31c,con31d,con31e,con31f,con31g,con31h,con32,fin46,fin47,fin48a,fin48b,fin48c,fin48d,fin48e,fin48f,fin49a,fin49b,fin49c,fin49d,fin49e,fin49f,fin50,fin51
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,114361535,0.947948508,1,67,1,3,2,2,1,0,1,0,0,0,4,1,4,4,0,1,3,1,2,2,1,2,2,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,1,2,,,,2,2,,4,2,2,,2,,2,,2,1,1,2,,,2,,,,,,,,,1,2,1,2,,,1,2,,2,,,,,,1,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,1,2,2,2,1,4,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,114603909,0.257212146,2,46,2,1,2,1,0,1,1,1,1,0,4,4,4,4,0,4,1,1,2,,,,,,,,,,2,2,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,1,2,1,,1,2,2,,,,2,1,1,2,,,,2,2,,4,2,2,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,0,1,,,,,,,,,,,,,,1,,1,1,,1,,2,2,2,,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,114814473,0.590290295,1,34,2,1,2,1,1,0,1,1,1,0,4,1,4,4,0,4,3,1,1,1,1,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,7,,1,2,,,,2,2,,1,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,1,2,1,2,,,1,2,,2,,,,,,3,0,2,1,2,2,2,2,2,2,1,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,114834078,0.497443221,1,40,2,1,2,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,1,2,1,2,1,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,2,2,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,114846016,0.624315983,2,33,2,3,1,2,0,1,1,1,1,0,4,4,4,4,0,2,1,1,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,1,,2,2,1,,,,2,2,2,2,,,,2,2,,4,2,2,,2,,1,1,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,114866765,1.426688602,1,65,1,3,2,1,1,0,1,0,1,0,4,1,4,4,0,4,3,1,1,2,1,2,2,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,2,1,2,1,2,2,2,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,1,2,1,2,,,1,2,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,1,2,2,2,1,4,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,115200110,0.326335132,1,48,2,2,2,2,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,2,1,4,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,2,2,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,115247776,0.94391487,2,39,1,2,1,2,0,0,0,0,1,1,4,4,4,4,0,2,2,0,2,,,,,,,,,,2,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,1,,1,,2,1,2,,,,2,1,4,2,,,,,,,,,,,1,2,1,2,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,4,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,1,8,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,115261938,0.410990062,1,54,2,4,2,2,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,7,,2,1,2,2,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,2,2,,2,2,,2,1,,1,1,3,,2,2,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,115282494,0.429434812,2,48,2,3,1,2,1,0,1,1,1,1,1,4,4,4,1,2,2,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,1,2,,1,2,,2,,2,,2,2,2,1,1,,3,3,4,2,,,,1,1,2,,1,1,3,1,2,2,,2,1,2,2,,1,1,2,1,2,,,2,1,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,3,1,1,2,1,2,2,1,,1,1,2,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,115286653,1.460432382,2,33,3,5,1,2,1,0,1,1,1,1,1,4,4,4,1,2,3,1,1,1,1,2,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,2,2,,2,2,1,2,2,2,1,2,,,2,2,2,2,,,,1,1,2,,2,1,2,2,,2,,2,1,2,2,,1,1,2,1,2,,,2,1,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,1,1,2,1,,1,1,3,,2,1,1,1,1,2,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,115354198,1.884369925,2,57,1,1,1,1,0,0,0,0,1,0,2,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,2,2,2,2,,,,,,,,,,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,1,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,115383837,1.188009981,1,49,1,5,1,2,1,0,1,1,1,0,1,4,4,4,0,2,2,1,1,1,1,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,1,,,,7,,4,2,,,,2,2,,4,2,2,,2,,1,2,2,1,2,2,,1,1,2,1,2,,,2,1,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,2,,2,2,,2,1,,1,1,3,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,115394094,1.013065205,1,17,2,1,2,2,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,2,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,2,1,1,1,3,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,115412787,0.854210279,2,17,2,3,2,2,0,1,1,1,0,0,4,4,4,4,0,4,1,1,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,7,,2,2,,,,2,2,,4,2,2,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,3,,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,116062852,0.823406118,2,48,1,3,1,1,1,0,1,0,1,0,2,4,4,4,0,2,3,0,1,2,1,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,7,,2,2,,,,2,2,,1,2,2,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,4,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,1,2,2,2,1,1,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,116143141,1.895897016,1,55,1,1,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,8,,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,2,1,2,2,2,1,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,116167469,2.060580678,1,42,1,2,2,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,2,1,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,1,2,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,116211262,0.776772062,2,22,2,4,1,1,0,0,0,0,0,1,2,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,2,2,2,,,,1,2,2,,2,2,2,,2,2,2,,,2,2,2,1,2,,,,2,2,,4,2,1,2,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,3,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,116274596,1.138947038,2,21,2,1,1,2,1,1,1,1,0,0,1,4,4,4,0,4,3,1,1,1,1,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,1,1,2,,,,2,2,,4,2,1,2,2,,2,,2,2,,,,,1,2,1,2,,,2,1,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,3,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,116478677,0.536583928,2,44,2,1,2,1,1,0,1,0,1,0,4,1,4,4,0,2,3,1,1,2,1,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,2,1,1,2,,,,2,2,,1,2,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,1,2,1,2,,,1,2,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,2,2,2,,2,1,,1,2,,1,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,116523548,0.786694183,1,54,1,5,2,2,0,0,0,0,1,0,4,4,4,4,0,2,2,0,2,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,2,1,3,2,,,,,,,,,,,2,,1,2,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,2,1,2,2,2,4,1,1,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,116698562,2.889474023,2,17,1,4,2,2,0,1,1,1,0,1,4,4,4,4,0,4,3,1,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,1,2,2,2,1,,2,2,,2,2,2,,2,2,2,,,2,2,1,4,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,3,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,116837060,1.73271286,2,59,1,4,1,2,0,0,0,0,0,1,3,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,2,1,4,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,1,2,2,2,2,2,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,1,2,1,1,,1,1,2,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,116892624,0.622465548,2,34,2,4,1,2,1,0,1,1,0,0,1,4,4,4,0,2,3,1,1,1,2,2,2,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,2,,2,7,,3,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,1,2,1,2,,,2,1,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,2,,2,2,,2,1,,1,2,,1,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,116959702,0.875407987,1,18,2,1,1,2,0,0,0,0,0,0,2,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,7,,1,2,,,,,,,,,,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,3,0,2,1,1,2,2,2,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,117109135,0.28540245,1,37,2,1,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,5,2,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,117287138,1.632953901,2,34,3,5,1,2,1,1,1,1,0,1,4,4,4,4,0,1,1,1,1,1,2,3,1,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,5,2,2,,2,2,,2,2,2,,2,2,2,,,2,3,2,4,2,,,,2,2,,4,1,2,,1,1,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,1,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,117288385,1.160967231,2,70,1,4,2,2,1,0,1,1,1,0,4,1,1,4,0,2,3,1,1,1,1,2,2,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,1,2,,2,1,2,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,1,1,1,2,,,1,2,,2,,,,,,3,0,2,1,2,2,1,2,2,2,4,1,2,1,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,117305904,0.551084841,2,34,2,4,1,2,0,1,1,1,1,1,4,4,4,4,0,2,1,1,2,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,1,2,3,2,2,,2,2,,2,1,1,,2,2,1,,,,2,1,4,2,,,,2,2,,4,2,2,,1,1,1,1,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,117418525,0.504473757,1,34,2,1,2,1,1,0,1,0,1,0,4,1,4,4,0,4,3,1,1,2,1,4,2,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,1,,,,7,,4,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,1,2,1,2,,,1,2,,2,,,,,,3,0,2,1,2,2,2,2,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,117668293,0.871387114,2,74,1,5,2,1,1,0,1,0,1,0,4,4,1,4,0,2,3,1,1,2,1,2,2,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,2,1,4,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,1,1,2,,,1,2,,2,,,,,,6,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,3,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,1,2,2,2,1,4,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,117795238,2.686129685,2,22,1,4,1,2,0,0,0,0,1,0,2,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,2,,,,4,1,1,2,,,,,,,,,,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,1,2,2,1,,2,1,2,,1,1,1,1,2,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,117796267,0.895630254,1,26,2,5,2,2,1,1,1,1,1,1,4,4,4,4,0,4,1,1,1,1,2,3,3,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,2,2,,2,2,,1,2,2,,2,1,2,,,,2,2,3,2,,,,2,2,,4,1,1,2,1,1,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,117834341,1.371881588,1,39,3,5,2,2,1,0,1,1,1,1,4,4,4,4,1,4,2,1,1,1,2,2,4,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,1,2,,2,2,,2,,1,2,2,2,2,1,1,,2,2,5,2,,,,1,1,3,,2,2,,1,2,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,2,,1,1,,1,1,3,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,117889736,2.294080189,2,58,1,2,1,2,0,0,0,0,0,1,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,1,2,3,2,2,,2,2,,2,2,2,,2,2,2,,,2,2,2,2,2,,,,2,2,,6,2,1,3,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,2,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,118029706,0.342344512,2,43,2,3,1,1,0,0,0,0,1,0,4,4,4,2,0,2,3,0,2,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,2,1,2,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,2,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,118079782,0.792006654,1,53,1,5,2,2,1,0,1,1,0,0,4,4,4,4,0,4,3,0,1,1,1,2,2,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,4,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,2,2,2,2,1,2,2,1,4,1,2,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,118131006,0.494759552,1,20,2,3,2,2,0,0,0,0,0,1,4,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,1,,,,,2,2,,2,,2,2,2,2,2,,,2,2,2,1,2,,,,,,,,,,,1,2,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
